#
# Word ending to "Y":
#
# Group 1:
#
#  +s
#  +ed
#  +ing
#
# Group 2:
#
#  +s
#  -y +ies
#  +ed
#  -y +ied
#  +ing
#
# Group 3:
#
#  -y +ies
#  -y +ied
#  +ing
#
# The Group 1 is treated as the default
# i.e. plain "xxxx 1 1" is defined for them
# and other two groups are written here as
# nonconformant verbs.
#

accompany 1 1
acetify 1 1
acidify 1 1
aerify 1 1
alkalify 1 1
allay 1 1
alloy 1 1
ally 1 1
ammonify 1 1
amnesty 1 1
amplify 1 1
annoy 1 1
apply 1 1
array 1 1
assay 1 1
atrophy 1 1
autopsy 1 1
baby 1 1
basify 1 1
bay 1 1
beatify 1 1
beautify 1 1
belay 1 1
belly 1 1
berry 1 1
betray 1 1
bioassay 1 1
blackberry 1 1
blarney 1 1
body 1 1
bogey 1 1
bray 1 1
bully 1 1
buoy 1 1
bury 1 1
buy 1 1
caddy 1 1
calcify 1 1
canopy 1 1
carry 1 1
causeway 1 1
certify 1 1
chondrify 1 1
citify 1 1
clarify 1 1
classify 1 1
const-vary 1 1
codify 1 1
company 1 1
complexify 1 1
comply 1 1
convey 1 1
convoy 1 1
copy 1 1
corduroy 1 1
crucify 1 1
cry 1 1
curry 1 1
curtsey 1 1
curtsy 1 1
dally 1 1
dandify 1 1
decalcify 1 1
decay 1 1
decertify 1 1
declassify 1 1
decoy 1 1
defray 1 1
defy 1 1
dehumidify 1 1
deify 1 1
delay 1 1
demulsify 1 1
demystify 1 1
denazify 1 1
denitrify 1 1
deny 1 1
deploy 1 1
destroy 1 1
detoxify 1 1
dignify 1 1
dillydally 1 1
dirty 1 1
disarray 1 1
dismay 1 1
disobey 1 1
display 1 1
disqualify 1 1
dissatisfy 1 1
disunify 1 1
diversify 1 1
dry 1 1
eddy 1 1
edify 1 1
electrify 1 1
embody 1 1
employ 1 1
empty 1 1
emulsify 1 1
enjoy 1 1
envy 1 1
epoxy 1 1
espy 1 1
essay 1 1
esterify 1 1
etherify 1 1
exemplify 1 1
falsify 1 1
fancy 1 1
fantasy 1 1
ferry 1 1
flurry 1 1
fly 1 1
foray 1 1
fortify 1 1
frenchify 1 1
fructify 1 1
fry 1 1
gasify 1 1
gentrify 1 1
glorify 1 1
glory 1 1
gratify 1 1
gray 1 1
grey 1 1
guy 1 1
harry 1 1
holiday 1 1
honey 1 1
horrify 1 1
humidify 1 1
humify 1 1
hurry 1 1
hypertrophy 1 1
identify 1 1
imply 1 1
indemnify 1 1
inlay 1 1
inmarry 1 1
intensify 1 1
intermarry 1 1
inventory 1 1
jellify 1 1
jelly 1 1
jimmy 1 1
jockey 1 1
jollify 1 1
jolly 1 1
journey 1 1
joy 1 1
justify 1 1
key 1 1
lay 1 1
levy 1 1
liquefy 1 1
liquify 1 1
